Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Aérea;Bahia;Afeganistão;Janeiro;2026;1
Aérea;São Paulo;Afeganistão;Janeiro;2026;4
Terrestre;Paraná;Afeganistão;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Afeganistão;Janeiro;2026;1
Marítima;Rio de Janeiro;Afeganistão;Janeiro;2026;3
Aérea;Pará;Albânia;Janeiro;2026;1
Aérea;Ceará;Albânia;Janeiro;2026;2
Aérea;Rio de Janeiro;Albânia;Janeiro;2026;25
Aérea;São Paulo;Albânia;Janeiro;2026;25
Aérea;Santa Catarina;Albânia;Janeiro;2026;2
Aérea;Rio Grande do Sul;Albânia;Janeiro;2026;1
Aérea;Distrito Federal;Albânia;Janeiro;2026;1
Terrestre;Paraná;Albânia;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Albânia;Janeiro;2026;1
Aérea;Amazonas;Alemanha;Janeiro;2026;66
Aérea;Pará;Alemanha;Janeiro;2026;57
Aérea;Ceará;Alemanha;Janeiro;2026;552
Aérea;Rio Grande do Norte;Alemanha;Janeiro;2026;86
Aérea;Paraíba;Alemanha;Janeiro;2026;1
Aérea;Pernambuco;Alemanha;Janeiro;2026;5
Aérea;Pernambuco;Alemanha;Janeiro;2026;595
Aérea;Alagoas;Alemanha;Janeiro;2026;10
Aérea;Bahia;Alemanha;Janeiro;2026;933
Aérea;Minas Gerais;Alemanha;Janeiro;2026;264
Aérea;Rio de Janeiro;Alemanha;Janeiro;2026;3860
Aérea;São Paulo;Alemanha;Janeiro;2026;204
Aérea;São Paulo;Alemanha;Janeiro;2026;9791
Aérea;Paraná;Alemanha;Janeiro;2026;16
Aérea;Paraná;Alemanha;Janeiro;2026;25
Aérea;Santa Catarina;Alemanha;Janeiro;2026;478
Aérea;Santa Catarina;Alemanha;Janeiro;2026;1
Aérea;Rio Grande do Sul;Alemanha;Janeiro;2026;240
Aérea;Distrito Federal;Alemanha;Janeiro;2026;218
Terrestre;Rondônia;Alemanha;Janeiro;2026;11
Terrestre;Acre;Alemanha;Janeiro;2026;5
Terrestre;Acre;Alemanha;Janeiro;2026;4
Terrestre;Amazonas;Alemanha;Janeiro;2026;32
Terrestre;Roraima;Alemanha;Janeiro;2026;3
Terrestre;Roraima;Alemanha;Janeiro;2026;2
Terrestre;Amapá;Alemanha;Janeiro;2026;1
Terrestre;Paraná;Alemanha;Janeiro;2026;486
Terrestre;Paraná;Alemanha;Janeiro;2026;1130
Terrestre;Paraná;Alemanha;Janeiro;2026;10
Terrestre;Santa Catarina;Alemanha;Janeiro;2026;5
Terrestre;Santa Catarina;Alemanha;Janeiro;2026;4
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;4
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;80
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;7
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;6
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;12
Terrestre;Rio Grande do Sul;Alemanha;Janeiro;2026;21
Terrestre;Mato Grosso do Sul;Alemanha;Janeiro;2026;17
Terrestre;Mato Grosso do Sul;Alemanha;Janeiro;2026;4
Terrestre;Mato Grosso;Alemanha;Janeiro;2026;2
Marítima;Maranhão;Alemanha;Janeiro;2026;5
Marítima;Ceará;Alemanha;Janeiro;2026;2032
Marítima;Pernambuco;Alemanha;Janeiro;2026;6
Marítima;Pernambuco;Alemanha;Janeiro;2026;5
Marítima;Rio de Janeiro;Alemanha;Janeiro;2026;31
Marítima;São Paulo;Alemanha;Janeiro;2026;10
Marítima;São Paulo;Alemanha;Janeiro;2026;2
Marítima;Santa Catarina;Alemanha;Janeiro;2026;21
Marítima;Santa Catarina;Alemanha;Janeiro;2026;27
Fluvial;Pará;Alemanha;Janeiro;2026;32
Fluvial;Amapá;Alemanha;Janeiro;2026;13
Fluvial;Rio Grande do Sul;Alemanha;Janeiro;2026;11
Fluvial;Rio Grande do Sul;Alemanha;Janeiro;2026;1
Aérea;Rio Grande do Norte;Andorra;Janeiro;2026;1
Aérea;Bahia;Andorra;Janeiro;2026;1
Aérea;Rio de Janeiro;Andorra;Janeiro;2026;4
Aérea;São Paulo;Andorra;Janeiro;2026;3
Terrestre;Paraná;Andorra;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Andorra;Janeiro;2026;1
Marítima;Rio de Janeiro;Andorra;Janeiro;2026;1
Aérea;Pará;Angola;Janeiro;2026;1
Aérea;Ceará;Angola;Janeiro;2026;3
Aérea;Rio Grande do Norte;Angola;Janeiro;2026;1
Aérea;Bahia;Angola;Janeiro;2026;2
Aérea;Minas Gerais;Angola;Janeiro;2026;1
Aérea;Rio de Janeiro;Angola;Janeiro;2026;19
Aérea;São Paulo;Angola;Janeiro;2026;522
Terrestre;Paraná;Angola;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Angola;Janeiro;2026;1
Aérea;Ceará;Antilhas Holandesas;Janeiro;2026;1
Aérea;Rio de Janeiro;Antilhas Holandesas;Janeiro;2026;1
Aérea;Rio de Janeiro;Antígua e Barbuda;Janeiro;2026;5
Aérea;São Paulo;Antígua e Barbuda;Janeiro;2026;4
Aérea;Santa Catarina;Antígua e Barbuda;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Antígua e Barbuda;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Antígua e Barbuda;Janeiro;2026;1
Aérea;Amazonas;Argentina;Janeiro;2026;7
Aérea;Pará;Argentina;Janeiro;2026;4
Aérea;Ceará;Argentina;Janeiro;2026;2282
Aérea;Rio Grande do Norte;Argentina;Janeiro;2026;7269
Aérea;Paraíba;Argentina;Janeiro;2026;366
Aérea;Pernambuco;Argentina;Janeiro;2026;9062
Aérea;Alagoas;Argentina;Janeiro;2026;5834
Aérea;Bahia;Argentina;Janeiro;2026;4375
Aérea;Bahia;Argentina;Janeiro;2026;13236
Aérea;Minas Gerais;Argentina;Janeiro;2026;391
Aérea;Rio de Janeiro;Argentina;Janeiro;2026;3887
Aérea;Rio de Janeiro;Argentina;Janeiro;2026;122139
Aérea;São Paulo;Argentina;Janeiro;2026;65
Aérea;São Paulo;Argentina;Janeiro;2026;47172
Aérea;São Paulo;Argentina;Janeiro;2026;2
Aérea;Paraná;Argentina;Janeiro;2026;54
Aérea;Paraná;Argentina;Janeiro;2026;616
Aérea;Santa Catarina;Argentina;Janeiro;2026;88225
Aérea;Santa Catarina;Argentina;Janeiro;2026;5
Aérea;Rio Grande do Sul;Argentina;Janeiro;2026;2271
Aérea;Distrito Federal;Argentina;Janeiro;2026;3536
Terrestre;Rondônia;Argentina;Janeiro;2026;6
Terrestre;Acre;Argentina;Janeiro;2026;4
Terrestre;Amazonas;Argentina;Janeiro;2026;11
Terrestre;Roraima;Argentina;Janeiro;2026;4
Terrestre;Roraima;Argentina;Janeiro;2026;11
Terrestre;Paraná;Argentina;Janeiro;2026;566
Terrestre;Paraná;Argentina;Janeiro;2026;8752
Terrestre;Paraná;Argentina;Janeiro;2026;44848
Terrestre;Paraná;Argentina;Janeiro;2026;43
Terrestre;Paraná;Argentina;Janeiro;2026;43
Terrestre;Paraná;Argentina;Janeiro;2026;1
Terrestre;Paraná;Argentina;Janeiro;2026;335
Terrestre;Santa Catarina;Argentina;Janeiro;2026;31646
Terrestre;Santa Catarina;Argentina;Janeiro;2026;17532
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;139
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;12
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;2750
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;4953
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;5009
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;49489
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;108
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;49894
Terrestre;Rio Grande do Sul;Argentina;Janeiro;2026;174138
Terrestre;Mato Grosso do Sul;Argentina;Janeiro;2026;53
Terrestre;Mato Grosso do Sul;Argentina;Janeiro;2026;132
Terrestre;Mato Grosso;Argentina;Janeiro;2026;1
Marítima;Maranhão;Argentina;Janeiro;2026;3
Marítima;Pernambuco;Argentina;Janeiro;2026;2
Marítima;Rio de Janeiro;Argentina;Janeiro;2026;5
Marítima;Rio de Janeiro;Argentina;Janeiro;2026;12920
Marítima;São Paulo;Argentina;Janeiro;2026;769
Marítima;Santa Catarina;Argentina;Janeiro;2026;8815
Marítima;Santa Catarina;Argentina;Janeiro;2026;4
Marítima;Santa Catarina;Argentina;Janeiro;2026;3796
Marítima;Rio Grande do Sul;Argentina;Janeiro;2026;1
Fluvial;Pará;Argentina;Janeiro;2026;8
Fluvial;Santa Catarina;Argentina;Janeiro;2026;19
Fluvial;Rio Grande do Sul;Argentina;Janeiro;2026;7226
Fluvial;Rio Grande do Sul;Argentina;Janeiro;2026;6981
Aérea;Pará;Argélia;Janeiro;2026;5
Aérea;Ceará;Argélia;Janeiro;2026;2
Aérea;Bahia;Argélia;Janeiro;2026;1
Aérea;Rio de Janeiro;Argélia;Janeiro;2026;5
Aérea;São Paulo;Argélia;Janeiro;2026;20
Aérea;Distrito Federal;Argélia;Janeiro;2026;1
Terrestre;Amapá;Argélia;Janeiro;2026;1
Terrestre;Santa Catarina;Argélia;Janeiro;2026;1
Terrestre;Santa Catarina;Argélia;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Argélia;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Argélia;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Argélia;Janeiro;2026;4
Fluvial;Rio Grande do Sul;Argélia;Janeiro;2026;1
Aérea;Ceará;Armênia;Janeiro;2026;1
Aérea;Rio de Janeiro;Armênia;Janeiro;2026;22
Aérea;São Paulo;Armênia;Janeiro;2026;28
Terrestre;Paraná;Armênia;Janeiro;2026;15
Terrestre;Santa Catarina;Armênia;Janeiro;2026;1
Terrestre;Santa Catarina;Armênia;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Armênia;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Armênia;Janeiro;2026;8
Marítima;Ceará;Armênia;Janeiro;2026;1
Fluvial;Rio Grande do Sul;Armênia;Janeiro;2026;1
Aérea;Rio de Janeiro;Arábia Saudita;Janeiro;2026;42
Aérea;São Paulo;Arábia Saudita;Janeiro;2026;43
Aérea;Amazonas;Austrália;Janeiro;2026;3
Aérea;Ceará;Austrália;Janeiro;2026;6
Aérea;Pernambuco;Austrália;Janeiro;2026;3
Aérea;Bahia;Austrália;Janeiro;2026;12
Aérea;Minas Gerais;Austrália;Janeiro;2026;16
Aérea;Rio de Janeiro;Austrália;Janeiro;2026;1955
Aérea;São Paulo;Austrália;Janeiro;2026;3
Aérea;São Paulo;Austrália;Janeiro;2026;3215
Aérea;Paraná;Austrália;Janeiro;2026;8
Aérea;Paraná;Austrália;Janeiro;2026;16
Aérea;Santa Catarina;Austrália;Janeiro;2026;61
Aérea;Rio Grande do Sul;Austrália;Janeiro;2026;29
Aérea;Distrito Federal;Austrália;Janeiro;2026;13
Terrestre;Acre;Austrália;Janeiro;2026;1
Terrestre;Amazonas;Austrália;Janeiro;2026;6
Terrestre;Paraná;Austrália;Janeiro;2026;19
Terrestre;Paraná;Austrália;Janeiro;2026;916
Terrestre;Paraná;Austrália;Janeiro;2026;2
Terrestre;Santa Catarina;Austrália;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2026;12
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2026;3
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Austrália;Janeiro;2026;2
Terrestre;Mato Grosso do Sul;Austrália;Janeiro;2026;5
Marítima;Pernambuco;Austrália;Janeiro;2026;6
Marítima;Pernambuco;Austrália;Janeiro;2026;6
Marítima;Rio de Janeiro;Austrália;Janeiro;2026;3
Marítima;Santa Catarina;Austrália;Janeiro;2026;1
Marítima;Santa Catarina;Austrália;Janeiro;2026;17
Fluvial;Pará;Austrália;Janeiro;2026;65
Fluvial;Amapá;Austrália;Janeiro;2026;6
Aérea;Rio de Janeiro;Azerbaijão;Janeiro;2026;6
Aérea;São Paulo;Azerbaijão;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Azerbaijão;Janeiro;2026;1
Aérea;Rio de Janeiro;Bahamas;Janeiro;2026;5
Aérea;São Paulo;Bahamas;Janeiro;2026;1
Aérea;São Paulo;Bahamas;Janeiro;2026;5
Aérea;Distrito Federal;Bahamas;Janeiro;2026;2
Fluvial;Pará;Bahamas;Janeiro;2026;1
Aérea;Pará;Bangladesh;Janeiro;2026;1
Aérea;Rio de Janeiro;Bangladesh;Janeiro;2026;2
Aérea;São Paulo;Bangladesh;Janeiro;2026;36
Terrestre;Mato Grosso do Sul;Bangladesh;Janeiro;2026;1
Aérea;Rio de Janeiro;Barbados;Janeiro;2026;8
Aérea;São Paulo;Barbados;Janeiro;2026;4
Aérea;Distrito Federal;Barbados;Janeiro;2026;1
Terrestre;Roraima;Barbados;Janeiro;2026;1
Aérea;Rio de Janeiro;Barein;Janeiro;2026;1
Aérea;São Paulo;Barein;Janeiro;2026;7
Aérea;Rio de Janeiro;Belize;Janeiro;2026;1
Aérea;São Paulo;Belize;Janeiro;2026;3
Aérea;Distrito Federal;Belize;Janeiro;2026;4
Terrestre;Mato Grosso do Sul;Belize;Janeiro;2026;1
Aérea;Bahia;Benin;Janeiro;2026;2
Aérea;Rio de Janeiro;Benin;Janeiro;2026;1
Aérea;São Paulo;Benin;Janeiro;2026;14
Aérea;Ceará;Bielorússia;Janeiro;2026;1
Aérea;Bahia;Bielorússia;Janeiro;2026;2
Aérea;Rio de Janeiro;Bielorússia;Janeiro;2026;28
Aérea;São Paulo;Bielorússia;Janeiro;2026;2
Aérea;São Paulo;Bielorússia;Janeiro;2026;69
Aérea;Santa Catarina;Bielorússia;Janeiro;2026;5
Aérea;Rio Grande do Sul;Bielorússia;Janeiro;2026;1
Aérea;Distrito Federal;Bielorússia;Janeiro;2026;2
Terrestre;Amapá;Bielorússia;Janeiro;2026;1
Terrestre;Paraná;Bielorússia;Janeiro;2026;21
Terrestre;Rio Grande do Sul;Bielorússia;Janeiro;2026;1
Terrestre;Mato Grosso do Sul;Bielorússia;Janeiro;2026;1
Aérea;Amazonas;Bolívia;Janeiro;2026;1
Aérea;Rio Grande do Norte;Bolívia;Janeiro;2026;1
Aérea;Pernambuco;Bolívia;Janeiro;2026;1
Aérea;Alagoas;Bolívia;Janeiro;2026;3
Aérea;Bahia;Bolívia;Janeiro;2026;9
Aérea;Rio de Janeiro;Bolívia;Janeiro;2026;1333
Aérea;São Paulo;Bolívia;Janeiro;2026;4
Aérea;São Paulo;Bolívia;Janeiro;2026;4560
Aérea;São Paulo;Bolívia;Janeiro;2026;1
Aérea;Paraná;Bolívia;Janeiro;2026;6
Aérea;Paraná;Bolívia;Janeiro;2026;4
Aérea;Santa Catarina;Bolívia;Janeiro;2026;180
Aérea;Rio Grande do Sul;Bolívia;Janeiro;2026;6
Aérea;Mato Grosso;Bolívia;Janeiro;2026;3
Aérea;Distrito Federal;Bolívia;Janeiro;2026;10
Terrestre;Rondônia;Bolívia;Janeiro;2026;432
Terrestre;Rondônia;Bolívia;Janeiro;2026;8
Terrestre;Acre;Bolívia;Janeiro;2026;71
Terrestre;Acre;Bolívia;Janeiro;2026;516
Terrestre;Amazonas;Bolívia;Janeiro;2026;1
Terrestre;Roraima;Bolívia;Janeiro;2026;1
Terrestre;Amapá;Bolívia;Janeiro;2026;8
Terrestre;Paraná;Bolívia;Janeiro;2026;467
Terrestre;Paraná;Bolívia;Janeiro;2026;198
Terrestre;Paraná;Bolívia;Janeiro;2026;4
Terrestre;Paraná;Bolívia;Janeiro;2026;5
Terrestre;Santa Catarina;Bolívia;Janeiro;2026;11
Terrestre;Santa Catarina;Bolívia;Janeiro;2026;4
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2026;13
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2026;9
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2026;43
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2026;34
Terrestre;Rio Grande do Sul;Bolívia;Janeiro;2026;213
Terrestre;Mato Grosso do Sul;Bolívia;Janeiro;2026;8807
Terrestre;Mato Grosso do Sul;Bolívia;Janeiro;2026;16
Terrestre;Mato Grosso;Bolívia;Janeiro;2026;106
Marítima;Rio de Janeiro;Bolívia;Janeiro;2026;19
Marítima;São Paulo;Bolívia;Janeiro;2026;7
Marítima;Santa Catarina;Bolívia;Janeiro;2026;33
Marítima;Santa Catarina;Bolívia;Janeiro;2026;4
Fluvial;Rio Grande do Sul;Bolívia;Janeiro;2026;6
Fluvial;Rio Grande do Sul;Bolívia;Janeiro;2026;1
Aérea;São Paulo;Botsuana;Janeiro;2026;7
Aérea;Amazonas;Bulgária;Janeiro;2026;2
Aérea;Pará;Bulgária;Janeiro;2026;1
Aérea;Ceará;Bulgária;Janeiro;2026;14
Aérea;Pernambuco;Bulgária;Janeiro;2026;2
Aérea;Rio de Janeiro;Bulgária;Janeiro;2026;100
Aérea;São Paulo;Bulgária;Janeiro;2026;1
Aérea;São Paulo;Bulgária;Janeiro;2026;148
Aérea;Santa Catarina;Bulgária;Janeiro;2026;10
Aérea;Distrito Federal;Bulgária;Janeiro;2026;3
Terrestre;Paraná;Bulgária;Janeiro;2026;4
Terrestre;Paraná;Bulgária;Janeiro;2026;78
Terrestre;Rio Grande do Sul;Bulgária;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Bulgária;Janeiro;2026;2
Marítima;Pernambuco;Bulgária;Janeiro;2026;1
Marítima;Santa Catarina;Bulgária;Janeiro;2026;20
Marítima;Santa Catarina;Bulgária;Janeiro;2026;5
Aérea;Rio de Janeiro;Burkina Faso;Janeiro;2026;2
Aérea;São Paulo;Burkina Faso;Janeiro;2026;31
Aérea;São Paulo;Burundi;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Butão;Janeiro;2026;1
Aérea;Amazonas;Bélgica;Janeiro;2026;11
Aérea;Pará;Bélgica;Janeiro;2026;12
Aérea;Ceará;Bélgica;Janeiro;2026;112
Aérea;Rio Grande do Norte;Bélgica;Janeiro;2026;20
Aérea;Pernambuco;Bélgica;Janeiro;2026;1
Aérea;Pernambuco;Bélgica;Janeiro;2026;30
Aérea;Alagoas;Bélgica;Janeiro;2026;6
Aérea;Bahia;Bélgica;Janeiro;2026;1
Aérea;Bahia;Bélgica;Janeiro;2026;114
Aérea;Minas Gerais;Bélgica;Janeiro;2026;28
Aérea;Rio de Janeiro;Bélgica;Janeiro;2026;614
Aérea;São Paulo;Bélgica;Janeiro;2026;18
Aérea;São Paulo;Bélgica;Janeiro;2026;1085
Aérea;Paraná;Bélgica;Janeiro;2026;3
Aérea;Paraná;Bélgica;Janeiro;2026;5
Aérea;Santa Catarina;Bélgica;Janeiro;2026;42
Aérea;Rio Grande do Sul;Bélgica;Janeiro;2026;12
Aérea;Distrito Federal;Bélgica;Janeiro;2026;25
Terrestre;Rondônia;Bélgica;Janeiro;2026;2
Terrestre;Amazonas;Bélgica;Janeiro;2026;7
Terrestre;Roraima;Bélgica;Janeiro;2026;2
Terrestre;Amapá;Bélgica;Janeiro;2026;5
Terrestre;Paraná;Bélgica;Janeiro;2026;15
Terrestre;Paraná;Bélgica;Janeiro;2026;184
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2026;3
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Bélgica;Janeiro;2026;2
Terrestre;Mato Grosso do Sul;Bélgica;Janeiro;2026;2
Terrestre;Mato Grosso do Sul;Bélgica;Janeiro;2026;1
Marítima;Ceará;Bélgica;Janeiro;2026;3
Marítima;Rio de Janeiro;Bélgica;Janeiro;2026;3
Marítima;Santa Catarina;Bélgica;Janeiro;2026;6
Marítima;Santa Catarina;Bélgica;Janeiro;2026;16
Fluvial;Pará;Bélgica;Janeiro;2026;12
Fluvial;Amapá;Bélgica;Janeiro;2026;2
Fluvial;Amapá;Bélgica;Janeiro;2026;1
Fluvial;Rio Grande do Sul;Bélgica;Janeiro;2026;3
Aérea;Ceará;Bósnia-Herzegovina;Janeiro;2026;3
Aérea;Rio de Janeiro;Bósnia-Herzegovina;Janeiro;2026;20
Aérea;São Paulo;Bósnia-Herzegovina;Janeiro;2026;10
Aérea;Santa Catarina;Bósnia-Herzegovina;Janeiro;2026;1
Aérea;Distrito Federal;Bósnia-Herzegovina;Janeiro;2026;1
Terrestre;Paraná;Bósnia-Herzegovina;Janeiro;2026;2
Aérea;Ceará;Cabo Verde;Janeiro;2026;8
Aérea;Pernambuco;Cabo Verde;Janeiro;2026;2
Aérea;Bahia;Cabo Verde;Janeiro;2026;3
Aérea;Minas Gerais;Cabo Verde;Janeiro;2026;1
Aérea;Rio de Janeiro;Cabo Verde;Janeiro;2026;4
Aérea;São Paulo;Cabo Verde;Janeiro;2026;3
Aérea;São Paulo;Cabo Verde;Janeiro;2026;24
Aérea;Santa Catarina;Cabo Verde;Janeiro;2026;3
Aérea;Bahia;Camarões;Janeiro;2026;5
Aérea;Rio de Janeiro;Camarões;Janeiro;2026;1
Aérea;São Paulo;Camarões;Janeiro;2026;74
Aérea;Distrito Federal;Camarões;Janeiro;2026;1
Terrestre;Paraná;Camarões;Janeiro;2026;1
Aérea;São Paulo;Camboja;Janeiro;2026;2
Aérea;Amazonas;Canadá;Janeiro;2026;41
Aérea;Pará;Canadá;Janeiro;2026;13
Aérea;Amapá;Canadá;Janeiro;2026;2
Aérea;Ceará;Canadá;Janeiro;2026;7
Aérea;Rio Grande do Norte;Canadá;Janeiro;2026;1
Aérea;Pernambuco;Canadá;Janeiro;2026;14
Aérea;Alagoas;Canadá;Janeiro;2026;2
Aérea;Bahia;Canadá;Janeiro;2026;26
Aérea;Minas Gerais;Canadá;Janeiro;2026;10
Aérea;Rio de Janeiro;Canadá;Janeiro;2026;3759
Aérea;São Paulo;Canadá;Janeiro;2026;6
Aérea;São Paulo;Canadá;Janeiro;2026;4529
Aérea;Paraná;Canadá;Janeiro;2026;2
Aérea;Santa Catarina;Canadá;Janeiro;2026;59
Aérea;Rio Grande do Sul;Canadá;Janeiro;2026;18
Aérea;Distrito Federal;Canadá;Janeiro;2026;35
Terrestre;Acre;Canadá;Janeiro;2026;1
Terrestre;Amazonas;Canadá;Janeiro;2026;2
Terrestre;Roraima;Canadá;Janeiro;2026;4
Terrestre;Paraná;Canadá;Janeiro;2026;31
Terrestre;Paraná;Canadá;Janeiro;2026;579
Terrestre;Santa Catarina;Canadá;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2026;10
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2026;1
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2026;4
Terrestre;Rio Grande do Sul;Canadá;Janeiro;2026;2
Terrestre;Mato Grosso do Sul;Canadá;Janeiro;2026;1
Marítima;Pernambuco;Canadá;Janeiro;2026;2
Marítima;Rio de Janeiro;Canadá;Janeiro;2026;9
Marítima;São Paulo;Canadá;Janeiro;2026;12
Marítima;São Paulo;Canadá;Janeiro;2026;1
Marítima;Santa Catarina;Canadá;Janeiro;2026;14
Marítima;Santa Catarina;Canadá;Janeiro;2026;186
Fluvial;Pará;Canadá;Janeiro;2026;425
Fluvial;Amapá;Canadá;Janeiro;2026;94
Fluvial;Rio Grande do Sul;Canadá;Janeiro;2026;4
Aérea;Amazonas;Casaquistão;Janeiro;2026;1
Aérea;Pernambuco;Casaquistão;Janeiro;2026;1
Aérea;Rio de Janeiro;Casaquistão;Janeiro;2026;23
Aérea;São Paulo;Casaquistão;Janeiro;2026;77
Terrestre;Paraná;Casaquistão;Janeiro;2026;2
Terrestre;Paraná;Casaquistão;Janeiro;2026;7
Marítima;Santa Catarina;Casaquistão;Janeiro;2026;2
Marítima;Santa Catarina;Casaquistão;Janeiro;2026;10
Aérea;São Paulo;Catar;Janeiro;2026;65
Terrestre;Paraná;Catar;Janeiro;2026;2
Aérea;Amazonas;Chile;Janeiro;2026;1
Aérea;Pará;Chile;Janeiro;2026;3
Aérea;Ceará;Chile;Janeiro;2026;270
Aérea;Rio Grande do Norte;Chile;Janeiro;2026;9
Aérea;Pernambuco;Chile;Janeiro;2026;593
Aérea;Bahia;Chile;Janeiro;2026;1
Aérea;Bahia;Chile;Janeiro;2026;858
Aérea;Minas Gerais;Chile;Janeiro;2026;144
Aérea;Rio de Janeiro;Chile;Janeiro;2026;2
Aérea;Rio de Janeiro;Chile;Janeiro;2026;50534
Aérea;São Paulo;Chile;Janeiro;2026;9
Aérea;São Paulo;Chile;Janeiro;2026;13670
Aérea;Paraná;Chile;Janeiro;2026;1634
Aérea;Paraná;Chile;Janeiro;2026;348
Aérea;Santa Catarina;Chile;Janeiro;2026;40361
Aérea;Rio Grande do Sul;Chile;Janeiro;2026;896
Aérea;Mato Grosso do Sul;Chile;Janeiro;2026;3
Aérea;Distrito Federal;Chile;Janeiro;2026;340
Terrestre;Acre;Chile;Janeiro;2026;13
Terrestre;Acre;Chile;Janeiro;2026;3
Terrestre;Amazonas;Chile;Janeiro;2026;4
Terrestre;Roraima;Chile;Janeiro;2026;9
Terrestre;Paraná;Chile;Janeiro;2026;1
Terrestre;Paraná;Chile;Janeiro;2026;366
Terrestre;Paraná;Chile;Janeiro;2026;1290
Terrestre;Paraná;Chile;Janeiro;2026;1
Terrestre;Paraná;Chile;Janeiro;2026;6
Terrestre;Santa Catarina;Chile;Janeiro;2026;14
Terrestre;Santa Catarina;Chile;Janeiro;2026;13
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;2
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;82
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;28
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;10
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;43
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;53
Terrestre;Rio Grande do Sul;Chile;Janeiro;2026;456
Terrestre;Mato Grosso do Sul;Chile;Janeiro;2026;52
Terrestre;Mato Grosso do Sul;Chile;Janeiro;2026;1
Marítima;Rio de Janeiro;Chile;Janeiro;2026;182
Marítima;São Paulo;Chile;Janeiro;2026;59
Marítima;Santa Catarina;Chile;Janeiro;2026;145
Marítima;Santa Catarina;Chile;Janeiro;2026;152
Fluvial;Pará;Chile;Janeiro;2026;5
Fluvial;Santa Catarina;Chile;Janeiro;2026;1
Fluvial;Rio Grande do Sul;Chile;Janeiro;2026;5
Fluvial;Rio Grande do Sul;Chile;Janeiro;2026;1
Aérea;Amazonas;China;Janeiro;2026;11
Aérea;Pará;China;Janeiro;2026;9
Aérea;Ceará;China;Janeiro;2026;14
Aérea;Pernambuco;China;Janeiro;2026;4
Aérea;Alagoas;China;Janeiro;2026;2
Aérea;Bahia;China;Janeiro;2026;55
Aérea;Minas Gerais;China;Janeiro;2026;7
Aérea;Rio de Janeiro;China;Janeiro;2026;794
Aérea;São Paulo;China;Janeiro;2026;19
Aérea;São Paulo;China;Janeiro;2026;6454
Aérea;Paraná;China;Janeiro;2026;7
Aérea;Paraná;China;Janeiro;2026;3
Aérea;Santa Catarina;China;Janeiro;2026;19
